Z_real,Z_imag,Spectrum_Number,Frequency_Hz
8.468131e+01,-1.815860e+01,8.000000e+00,1.389495e+02
8.754203e+01,-1.446129e+01,8.000000e+00,1.000000e+02
8.950898e+01,-1.133513e+01,8.000000e+00,7.196857e+01
9.085262e+01,-8.788540e+00,8.000000e+00,5.179475e+01
9.177256e+01,-6.763552e+00,8.000000e+00,3.727594e+01
9.240727e+01,-5.178605e+00,8.000000e+00,2.682696e+01
9.284985e+01,-3.951041e+00,8.000000e+00,1.930698e+01
9.316209e+01,-3.006984e+00,8.000000e+00,1.389495e+01
9.338492e+01,-2.284469e+00,8.000000e+00,1.000000e+01
9.354563e+01,-1.733366e+00,8.000000e+00,7.196857e+00
9.366263e+01,-1.314006e+00,8.000000e+00,5.179475e+00
9.374847e+01,-9.954370e-01,8.000000e+00,3.727594e+00
9.381186e+01,-7.537307e-01,8.000000e+00,2.682696e+00
9.385892e+01,-5.705060e-01,8.000000e+00,1.930698e+00
9.389400e+01,-4.317043e-01,8.000000e+00,1.389495e+00
9.392024e+01,-3.266062e-01,8.000000e+00,1.000000e+00
9.393992e+01,-2.470567e-01,8.000000e+00,7.196857e-01
9.395470e+01,-1.868613e-01,8.000000e+00,5.179475e-01
9.396582e+01,-1.413204e-01,8.000000e+00,3.727594e-01
9.397420e+01,-1.068717e-01,8.000000e+00,2.682696e-01
9.398052e+01,-8.081631e-02,8.000000e+00,1.930698e-01
9.398528e+01,-6.111103e-02,8.000000e+00,1.389495e-01
9.398888e+01,-4.620916e-02,8.000000e+00,1.000000e-01
9.399160e+01,-3.494038e-02,8.000000e+00,7.196857e-02
9.399365e+01,-2.641923e-02,8.000000e+00,5.179475e-02
9.399520e+01,-1.997596e-02,8.000000e+00,3.727594e-02
9.399637e+01,-1.510397e-02,8.000000e+00,2.682696e-02
9.399726e+01,-1.142015e-02,8.000000e+00,1.930698e-02
9.399793e+01,-8.634757e-03,8.000000e+00,1.389495e-02
9.399843e+01,-6.528701e-03,8.000000e+00,1.000000e-02
1.028859e+01,-1.139506e+00,9.000000e+00,1.000000e+05
1.038731e+01,-1.504042e+00,9.000000e+00,7.196857e+04
1.052201e+01,-1.983799e+00,9.000000e+00,5.179475e+04
1.070730e+01,-2.614067e+00,9.000000e+00,3.727594e+04
1.096461e+01,-3.439992e+00,9.000000e+00,2.682696e+04
1.132581e+01,-4.518459e+00,9.000000e+00,1.930698e+04
1.183876e+01,-5.919461e+00,9.000000e+00,1.389495e+04
1.257570e+01,-7.725804e+00,9.000000e+00,1.000000e+04
1.364538e+01,-1.002882e+01,9.000000e+00,7.196857e+03
1.520900e+01,-1.291583e+01,9.000000e+00,5.179475e+03
1.749716e+01,-1.644261e+01,9.000000e+00,3.727594e+03
2.081804e+01,-2.058218e+01,9.000000e+00,2.682696e+03
2.553361e+01,-2.514699e+01,9.000000e+00,1.930698e+03
3.196749e+01,-2.970439e+01,9.000000e+00,1.389495e+03
4.022129e+01,-3.355451e+01,9.000000e+00,1.000000e+03
4.995748e+01,-3.587598e+01,9.000000e+00,7.196857e+02
6.033252e+01,-3.606467e+01,9.000000e+00,5.179475e+02
7.024524e+01,-3.406774e+01,9.000000e+00,3.727594e+02
7.878326e+01,-3.041581e+01,9.000000e+00,2.682696e+02
8.552216e+01,-2.592128e+01,9.000000e+00,1.930698e+02
9.050431e+01,-2.132015e+01,9.000000e+00,1.389495e+02
9.403148e+01,-1.709120e+01,9.000000e+00,1.000000e+02
9.646803e+01,-1.345740e+01,9.000000e+00,7.196857e+01
9.813408e+01,-1.046639e+01,9.000000e+00,5.179475e+01
9.927307e+01,-8.071899e+00,9.000000e+00,3.727594e+01
1.000566e+02,-6.189390e+00,9.000000e+00,2.682696e+01
1.006010e+02,-4.727026e+00,9.000000e+00,1.930698e+01
1.009836e+02,-3.600132e+00,9.000000e+00,1.389495e+01
1.012556e+02,-2.736490e+00,9.000000e+00,1.000000e+01
1.014512e+02,-2.077104e+00,9.000000e+00,7.196857e+00
1.015931e+02,-1.575003e+00,9.000000e+00,5.179475e+00
1.016970e+02,-1.193391e+00,9.000000e+00,3.727594e+00
1.017736e+02,-9.037488e-01,9.000000e+00,2.682696e+00
1.018304e+02,-6.841293e-01,9.000000e+00,1.930698e+00
1.018726e+02,-5.177247e-01,9.000000e+00,1.389495e+00
1.019042e+02,-3.917084e-01,9.000000e+00,1.000000e+00
1.019278e+02,-2.963156e-01,9.000000e+00,7.196857e-01
1.019456e+02,-2.241258e-01,9.000000e+00,5.179475e-01
1.019590e+02,-1.695073e-01,9.000000e+00,3.727594e-01
1.019690e+02,-1.281900e-01,9.000000e+00,2.682696e-01
1.019766e+02,-9.693864e-02,9.000000e+00,1.930698e-01
1.019823e+02,-7.330307e-02,9.000000e+00,1.389495e-01
1.019867e+02,-5.542864e-02,9.000000e+00,1.000000e-01
1.019899e+02,-4.191181e-02,9.000000e+00,7.196857e-02
1.019924e+02,-3.169064e-02,9.000000e+00,5.179475e-02
1.019942e+02,-2.396183e-02,9.000000e+00,3.727594e-02
1.019956e+02,-1.811777e-02,9.000000e+00,2.682696e-02
1.019967e+02,-1.369891e-02,9.000000e+00,1.930698e-02
1.019975e+02,-1.035774e-02,9.000000e+00,1.389495e-02
1.019981e+02,-7.831452e-03,9.000000e+00,1.000000e-02
